Time [s],Packet ID,MOSI,MISO
0.0605815700,7,0x1774,0x0000
0.0605845300,7,0x1774,0x0000
0.0605874900,7,0x1774,0x0000
0.0605904600,7,0x1774,0x0000
0.0605934200,7,0x1774,0x0000
0.0605963800,7,0x1774,0x0000
0.0605993400,7,0x1774,0x0000
0.0606023100,7,0x1774,0x0000
0.0606052700,7,0x1774,0x0000
0.0606082300,7,0x1774,0x0000
0.0606112000,7,0x1774,0x0000
0.0606141600,7,0x1774,0x0000
0.0606171200,7,0x1774,0x0000
0.0606200800,7,0x1774,0x0000
0.0606230500,7,0x1774,0x0000
0.0606260100,7,0x1774,0x0000
0.0606289700,7,0x1774,0x0000
0.0606319400,7,0x1774,0x0000
0.0606349000,7,0x1774,0x0000
0.0606378600,7,0x1774,0x0000
0.0606408200,7,0x1774,0x0000
0.0606437900,7,0x1774,0x0000
0.0606467500,7,0x1774,0x0000
0.0606497100,7,0x1774,0x0000
0.0606526800,7,0x1774,0x0000
0.0606556400,7,0x1774,0x0000
0.0606586000,7,0x1774,0x0000
0.0606615700,7,0x1774,0x0000
0.0606645300,7,0x1774,0x0000
0.0606674900,7,0x1774,0x0000
0.0606704500,7,0x1774,0x0000
0.0606734200,7,0x1774,0x0000
0.0606763800,7,0x1774,0x0000
0.0606793400,7,0x1774,0x0000
0.0606823100,7,0x1774,0x0000
0.0606852700,7,0x1774,0x0000
0.0606882300,7,0x1774,0x0000
0.0606912000,7,0x1774,0x0000
0.0606941600,7,0x1774,0x0000
0.0606971200,7,0x1774,0x0000
0.0607000800,7,0x1774,0x0000
0.0607030500,7,0x1774,0x0000
0.0607060100,7,0x1774,0x0000
0.0607089700,7,0x1774,0x0000
0.0607119400,7,0x1774,0x0000
0.0607149000,7,0x1774,0x0000
0.0607178600,7,0x1774,0x0000
0.0607208300,7,0x1774,0x0000
0.0607237900,7,0x1774,0x0000
0.0607267500,7,0x1774,0x0000
0.0607297100,7,0x1774,0x0000
0.0607326800,7,0x1774,0x0000
0.0607356400,7,0x1774,0x0000
0.0607386000,7,0x1774,0x0000
0.0607415700,7,0x1774,0x0000
0.0607445300,7,0x1774,0x0000
0.0607474900,7,0x1774,0x0000
0.0607504500,7,0x1774,0x0000
0.0607534200,7,0x1774,0x0000
0.0607563800,7,0x1774,0x0000
0.0607593400,7,0x1774,0x0000
0.0607623100,7,0x1774,0x0000
0.0607652700,7,0x1774,0x0000
0.0607682300,7,0x1774,0x0000
0.0607712000,7,0x1774,0x0000
0.0607741600,7,0x1774,0x0000
0.0607771200,7,0x1774,0x0000
0.0607800800,7,0x1774,0x0000
0.0607830500,7,0x1774,0x0000
0.0607860100,7,0x1774,0x0000
0.0607889700,7,0x1774,0x0000
0.0607919400,7,0x1774,0x0000
0.0607949000,7,0x1774,0x0000
0.0607978600,7,0x1774,0x0000
0.0608008300,7,0x1774,0x0000
0.0608037900,7,0x1774,0x0000
0.0608067500,7,0x1774,0x0000
0.0608097100,7,0x1774,0x0000
0.0608126800,7,0x1774,0x0000
0.0608156400,7,0x1774,0x0000
0.0608186000,7,0x1774,0x0000
0.0608215700,7,0x1774,0x0000
0.0608245300,7,0x1774,0x0000
0.0608274900,7,0x1774,0x0000
0.0608304600,7,0x1774,0x0000
0.0608334200,7,0x1774,0x0000
0.0608363800,7,0x1774,0x0000
0.0608393400,7,0x1774,0x0000
0.0608423100,7,0x1774,0x0000
0.0608452700,7,0x1774,0x0000
0.0608482300,7,0x1774,0x0000
0.0608512000,7,0x1774,0x0000
0.0608541600,7,0x1774,0x0000
0.0608571200,7,0x1774,0x0000
0.0608600800,7,0x1774,0x0000
0.0608630500,7,0x1774,0x0000
0.0608660100,7,0x1774,0x0000
0.0608689700,7,0x1774,0x0000
0.0608719400,7,0x1774,0x0000
0.0608749000,7,0x1774,0x0000
0.0608778600,7,0x1774,0x0000
0.0608808300,7,0x1774,0x0000
0.0608837900,7,0x1774,0x0000
0.0608867500,7,0x1774,0x0000
0.0608897100,7,0x1774,0x0000
0.0608926800,7,0x1774,0x0000
0.0608956400,7,0x1774,0x0000
0.0608986000,7,0x1774,0x0000
0.0609015700,7,0x1774,0x0000
0.0609045300,7,0x1774,0x0000
0.0609074900,7,0x1774,0x0000
0.0609104600,7,0x1774,0x0000
0.0609134200,7,0x1774,0x0000
0.0609163800,7,0x1774,0x0000
0.0609193400,7,0x1774,0x0000
0.0609223100,7,0x1774,0x0000
0.0609252700,7,0x1774,0x0000
0.0609282300,7,0x1774,0x0000
0.0609312000,7,0x1774,0x0000
0.0609341600,7,0x1774,0x0000
0.0609371200,7,0x1774,0x0000
0.0609400900,7,0x1774,0x0000
0.0609430500,7,0x1774,0x0000
0.0609460100,7,0x1774,0x0000
0.0609489700,7,0x1774,0x0000
0.0609519400,7,0x1774,0x0000
0.0609549000,7,0x1774,0x0000
0.0609578600,7,0x1774,0x0000
0.0609608300,7,0x1774,0x0000
0.0609637900,7,0x1774,0x0000
0.0609667500,7,0x1774,0x0000
0.0609697100,7,0x1774,0x0000
0.0609726800,7,0x1774,0x0000
0.0609756400,7,0x1774,0x0000
0.0609786000,7,0x1774,0x0000
0.0609815700,7,0x1774,0x0000
0.0609845300,7,0x1774,0x0000
0.0609874900,7,0x1774,0x0000
0.0609904600,7,0x1774,0x0000
0.0609934200,7,0x1774,0x0000
0.0609963800,7,0x1774,0x0000
0.0609993500,7,0x1774,0x0000
0.0610023100,7,0x1774,0x0000
0.0610052700,7,0x1774,0x0000
0.0610082300,7,0x1774,0x0000
0.0610112000,7,0x1774,0x0000
0.0610141600,7,0x1774,0x0000
0.0610171200,7,0x1774,0x0000
0.0610200900,7,0x1774,0x0000
0.0610230500,7,0x1774,0x0000
0.0610260100,7,0x1774,0x0000
0.0610289700,7,0x1774,0x0000
0.0610319400,7,0x1774,0x0000
0.0610349000,7,0x1774,0x0000
0.0610378600,7,0x1774,0x0000
0.0610408300,7,0x1774,0x0000
0.0610437900,7,0x1774,0x0000
0.0610467500,7,0x1774,0x0000
0.0610497100,7,0x1774,0x0000
0.0610526800,7,0x1774,0x0000
0.0610556400,7,0x1774,0x0000
0.0610586000,7,0x1774,0x0000
0.0610615700,7,0x1774,0x0000
0.0610645300,7,0x1774,0x0000
0.0610674900,7,0x1774,0x0000
0.0610704600,7,0x1774,0x0000
0.0610734200,7,0x1774,0x0000
0.0610763800,7,0x1774,0x0000
0.0610793400,7,0x1774,0x0000
0.0610823100,7,0x1774,0x0000
0.0610852700,7,0x1774,0x0000
0.0610882300,7,0x1774,0x0000
0.0610912000,7,0x1774,0x0000
0.0610941600,7,0x1774,0x0000
0.0610971200,7,0x1774,0x0000
0.0611000900,7,0x1774,0x0000
0.0611030500,7,0x1774,0x0000
0.0611060100,7,0x1774,0x0000
0.0611089800,7,0x1774,0x0000
0.0611119400,7,0x1774,0x0000
0.0611149000,7,0x1774,0x0000
0.0611178600,7,0x1774,0x0000
0.0611208300,7,0x1774,0x0000
0.0611237900,7,0x1774,0x0000
0.0611267500,7,0x1774,0x0000
0.0611297100,7,0x1774,0x0000
0.0611326800,7,0x1774,0x0000
0.0611356400,7,0x1774,0x0000
0.0611386000,7,0x1774,0x0000
0.0611415700,7,0x1774,0x0000
0.0611445300,7,0x1774,0x0000
0.0611474900,7,0x1774,0x0000
0.0611504600,7,0x1774,0x0000
0.0611534200,7,0x1774,0x0000
0.0611563800,7,0x1774,0x0000
0.0611593500,7,0x1774,0x0000
0.0611623100,7,0x1774,0x0000
0.0611652700,7,0x1774,0x0000
0.0611682300,7,0x1774,0x0000
0.0611712000,7,0x1774,0x0000
0.0611741600,7,0x1774,0x0000
0.0611771200,7,0x1774,0x0000
0.0611800900,7,0x1774,0x0000
0.0611830500,7,0x1774,0x0000
0.0611860100,7,0x1774,0x0000
0.0611889700,7,0x1774,0x0000
0.0611919400,7,0x1774,0x0000
0.0611949000,7,0x1774,0x0000
0.0611978600,7,0x1774,0x0000
0.0612008300,7,0x1774,0x0000
0.0612037900,7,0x1774,0x0000
0.0612067500,7,0x1774,0x0000
0.0612097100,7,0x1774,0x0000
0.0612126800,7,0x1774,0x0000
0.0612156400,7,0x1774,0x0000
0.0612186000,7,0x1774,0x0000
0.0612215700,7,0x1774,0x0000
0.0612245300,7,0x1774,0x0000
0.0612274900,7,0x1774,0x0000
0.0612304600,7,0x1774,0x0000
0.0612334200,7,0x1774,0x0000
0.0612363800,7,0x1774,0x0000
0.0612393500,7,0x1774,0x0000
0.0612423100,7,0x1774,0x0000
0.0612452700,7,0x1774,0x0000
0.0612482300,7,0x1774,0x0000
0.0612512000,7,0x1774,0x0000
0.0612541600,7,0x1774,0x0000
